,Unnamed: 0,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,Unnamed: 0,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
10,10,115,2023-07-28,"RailTel falls more than 5% despite reporting strong Q1 earnings

BEL rises more than 2% on strong Q1 results

Intellect Design snaps 7-day losing streak, surges 20% post Q1 results

Ajanta Pharma ends 3% higher but off highs following Q1 results",BEL,Bharat Electronics Limited,Computers - Hardware,Computers - Hardware,EQ,19-Jul-00,1,1,INE263A01024,1,0.124,0.045,0.831,-0.3616,10,129.25,131.6999969482422,128.85000610351562,130.14999389648438,128.6055450439453,37245053,152.15,153.88999938964844,150.95,152.27999877929688,150.4729461669922,18344792.8,bullish
11,11,136,2023-07-29,"NTPC Q1 Update
-
-Coal Produced from Captive Mines-Commercial up 52.2% at 6.24 mt vs 4.10 mt YoY

-Installed Capacity at 57,038 MW vs 57,119 MW (YoY)",NTPC,NTPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,05-Nov-04,10,1,INE733E01010,10,0.0,0.0,1.0,0.0,11,201.8500061035156,210.4499969482422,209.6499938964844,210.0,203.74815368652344,39630520,237.9800018310547,242.06000061035155,236.2100006103516,241.03999938964844,233.86408081054688,21708492.8,bullish
12,12,137,2023-07-31,"#MarketAtClose | Laurus Labs sees buying after earnings, gains more than 4%

UPL & Navin Fluorine close with minor cuts after a weak Q1

Apollo Hospitals is weak ahead of its Q1 earnings, closes 3% lower

GAIL closes in the green but off highs after co misses estimates in Q1",GAIL,GAIL (India) Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,02-Apr-97,10,1,INE129A01019,10,0.181,0.033,0.786,-0.6956,12,120.3499984741211,122.9499969482422,117.1999969482422,119.0999984741211,115.4928970336914,64986613,139.20999908447266,141.61000061035156,137.85,139.54000091552734,135.31384887695313,31111608.0,bullish
13,13,141,2023-08-01,Engineers India bags project worth Rs 837.34 cr from ONGC,ONGC,Oil & Natural Gas Corporation Limited,Oil Drilling,Oil Drilling,EQ,19-Jul-95,5,1,INE213A01029,5,0.0,0.174,0.826,0.2263,13,175.3000030517578,177.0,174.0,176.6999969482422,168.61424255371094,5584773,207.62000122070316,210.15,205.71999816894527,208.5,198.95909118652344,10236489.4,bearish
14,14,143,2023-08-01,GAIL results miss estimates but analysts put the spotlight on a sharp rise in gas transmission tariffs,GAIL,GAIL (India) Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,02-Apr-97,10,1,INE129A01019,10,0.08,0.0,0.92,-0.0772,14,119.0999984741211,122.3499984741211,115.0999984741211,120.3499984741211,116.70503997802734,32978003,140.58999938964843,143.28000030517578,138.97999877929686,141.2,136.92357177734374,34932775.2,bearish
15,15,158,2023-08-01,HFCL bags #order worth ₹137 crore from #RelianceRetail,HFCL,HFCL Limited,Telecommunications - Equipment,Telecommunications - Equipment,EQ,09-Mar-11,1,1,INE548A01028,1,0.0,0.213,0.787,0.2263,15,64.05000305175781,66.75,64.4000015258789,66.1500015258789,65.97073364257812,13863049,77.39000015258789,78.56000061035157,76.7900001525879,77.46999969482422,77.26005249023437,6395496.4,bearish
16,16,167,2023-08-01,"#Market fails to hold opening gains, remains in a range

#Sensex falls 68 points to 66,459 & #Nifty 20 points to 19,734

Nifty Bank slips 59 pts to 45,593 while Midcap Index rises 12 pts to 37,733

PSU basket sees buying with coal India rising 5% & NTPC 3%",NTPC,NTPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,05-Nov-04,10,1,INE733E01010,10,0.055,0.1,0.845,0.3182,16,219.5500030517578,226.6499938964844,216.8500061035156,225.1499938964844,218.4471435546875,63510580,246.6700012207031,252.5099975585937,244.9,251.53999938964844,244.0514923095703,38906957.0,bearish
17,17,192,2023-08-03,FDC board to consider share buyback on August 9,FDC,FDC Limited,Pharmaceuticals,Pharmaceuticals,EQ,07-Aug-97,1,1,INE258B01022,1,0.0,0.239,0.761,0.296,17,345.0,378.3999938964844,366.5499877929688,372.9500122070313,372.9500122070313,6350711,412.7400024414063,423.8799987792969,406.85,417.9,417.9,1528041.0,bullish
18,18,199,2023-08-03,"ICRA reports #Q1 earnings. 

▶️Net profit up 90.1%  at ₹40.3 cr vs ₹21.2 cr (YoY)

▶️Revenue up 11% at  at ₹102.7 cr vs ₹92.5 cr (YoY)

▶️EBITDA up 9.5%  at ₹34.6 cr vs ₹31.6 cr (YoY)

▶️Margin at 33.7% vs 34.2% (YoY)",ICRA,ICRA Limited,Miscellaneous,Miscellaneous,EQ,13-Apr-07,10,1,INE725G01011,10,0.0,0.066,0.934,0.4404,18,5680.0,5874.0,5621.0,5620.0,5620.0,31101,6732.12998046875,6861.7,6581.57998046875,6714.12998046875,6696.12998046875,21238.8,bullish
19,19,215,2023-08-03,"KEC International wins new orders worth Rs 1,065 crore across its various businesses",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-Mar-06,2,1,INE389H01022,2,0.0,0.337,0.663,0.6808,19,645.5999755859375,658.9000244140625,634.4000244140625,646.2000122070312,646.2000122070312,1550686,773.7299926757812,792.0900024414062,756.7800048828125,764.2699829101563,764.2699829101563,2399043.0,bullish
20,20,216,2023-08-03,"KEC International reports #Q1 earnings.

▶️Net profit at up 36.5% at ₹42.3 cr vs ₹31 cr (YoY)
▶️Revenue up 27.9% at ₹4,243.6 cr vs ₹3,318.1 cr (YoY)
▶️EBITDA up 45% at ₹244.4 cr vs ₹168.5 cr (YoY)
▶️EBITDA margin at 5.8% vs 5.1% (YoY)",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-Mar-06,2,1,INE389H01022,2,0.0,0.063,0.937,0.4404,20,645.5999755859375,658.9000244140625,634.4000244140625,646.2000122070312,646.2000122070312,1550686,773.7299926757812,792.0900024414062,756.7800048828125,764.2699829101563,764.2699829101563,2399043.0,bullish
21,21,225,2023-08-05,"CESC reports Q1 earnings

- Net profit up 21.3% at Rs 347 cr vs Rs 286 cr (YoY)

- Revenue up 5.1% at Rs 4,310 vs Rs 4,102 cr (YoY)

- EBITDA up 38.2% at Rs 724 cr vs Rs 650 cr (YoY)

- EBITDA margin at 16.8% vs 15.9% (YoY)",CESC,CESC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,08-Feb-95,1,1,INE486A01021,1,0.0,0.059,0.941,0.4404,21,78.5999984741211,80.3499984741211,77.69999694824219,78.80000305175781,76.32201385498047,8062523,92.71000061035156,94.78000183105468,91.62000122070312,92.96000213623049,90.03673248291015,8171640.8,bearish
22,22,260,2023-08-07,"GHCL reports #Q1 earnings

⭕️ Net profit up 32.6% at ₹426.3 cr vs ₹321.5 cr (YoY)

⭕️ Revenue down 11.4% at ₹1,017 cr vs ₹1,148 cr (YoY)

⭕️ EBITDA down 17.1% at ₹298 cr vs ₹359.2 cr (YoY)

⭕️ Margin at 23.9% vs 31.3% (YoY)",GHCL,GHCL Limited,Chemicals,Chemicals,EQ,31-Jul-03,10,1,INE539A01019,10,0.0,0.062,0.938,0.4404,22,547.7000122070312,561.4000244140625,532.0999755859375,543.7000122070312,543.7000122070312,1562433,645.8200073242188,658.55,637.3300048828125,648.2,648.2,674823.2,bearish
23,23,266,2023-08-07,"GNFC reports #Q1 earnings. 

▶️Net profit down 84.6% at ₹88 cr vs ₹572 cr (YoY)
▶️Revenue down 38.7% at ₹1,652 cr vs ₹2,696 cr (YoY)
▶️EBITDA down 86.2% at ₹105 cr vs ₹763 cr (YoY)
▶️Margin at 6.4% vs 28.3% (YoY)",GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Fertilisers,Fertilisers,EQ,17-May-95,10,1,INE113A01013,10,0.0,0.068,0.932,0.4404,23,585.75,588.5,542.9000244140625,559.7000122070312,533.9014282226562,2998908,708.860009765625,717.9599975585937,694.3799926757813,703.1400146484375,670.7297729492187,2028693.4,bearish
24,24,277,2023-08-07,#SEBI cancels the registration of MMTC as a stock broker for its involvement in illegal ‘paired contract’ in case pertaining to defunct National Spot Exchange,MMTC,MMTC Limited,Trading,Trading,EQ,09-Apr-12,1,1,INE123F01029,1,0.2,0.0,0.8,-0.6705,24,37.84999847412109,38.09999847412109,35.599998474121094,37.5,37.5,2427255,44.69000015258789,46.17999954223633,43.66999969482422,45.18999938964844,45.18999938964844,11511581.4,bearish
25,25,284,2023-08-07,"BEML Limited gets the Letter of Acceptance from Bangalore Metro Rail Corporation (#BMRC) for the supply of rolling stock contract 5RS-DM worth approx. Rs. 3,177 crores",BEML,BEML Limited,Infrastructure - General,Infrastructure - General,EQ,05-Nov-03,10,1,INE258A01016,10,0.064,0.164,0.772,0.4588,25,2012.949951171875,2017.0,2026.8499755859373,2004.699951171875,1997.2120361328125,420071,2385.989990234375,2482.07001953125,2326.319995117188,2419.7300048828124,2410.6918212890623,1530382.4,bullish
26,26,287,2023-08-08,TCS partners with Indian Government for Government e-Marketplace (#GeM) platform,TCS,Tata Consultancy Services Limited,Computers,Computers,EQ,25-Aug-04,1,1,INE467B01029,1,0.0,0.0,1.0,0.0,26,3484.050048828125,3489.949951171875,3425.050048828125,3470.60009765625,3420.813720703125,1634225,4121.839990234375,4157.719970703125,4099.1400390625,4138.17001953125,4078.80732421875,2326804.8,bearish
27,27,288,2023-08-08,"M&M July vehicle production up 26.7% at 69,877 units vs 55,139 units (YoY)",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0.0,0.0,1.0,0.0,27,1530.0,1534.0,1492.25,1499.699951171875,1499.699951171875,3426948,1790.7099853515624,1814.0,1752.9099853515625,1787.810009765625,1787.810009765625,6069072.6,bullish
28,28,292,2023-08-08,"GAIL | Pune Commissioner (Appeals) drops entire customs duty demand of ₹934 cr

Alert: Customs Authority, Pune had demanded ₹934 cr from GAIL for September 2017-March 2022

It will result in reduction of contingent liability by an amount of ₹934 cr, say co",GAIL,GAIL (India) Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,02-Apr-97,10,1,INE129A01019,10,0.114,0.077,0.81,-0.1779,28,114.3000030517578,116.6999969482422,115.5999984741211,116.4000015258789,112.87467193603516,16636302,140.5199996948242,142.00999908447267,137.88999786376954,139.64000091552734,135.41082000732422,22817355.2,bullish
29,29,311,2023-08-08,"#MarketAtClose | Adani Ports fails to hold gains seen post earnings, closes 3% off highs

Hindalco closes the session with a cut of 2%, earnings beat estimates

Coal India, Siemens & NMDC close in the red ahead of quarterly earnings

Gland Pharma surges 20% on strong quarterly results",NMDC,NMDC Limited,Mining & Minerals,Mining & Minerals,EQ,03-Mar-08,1,1,INE584A01023,1,0.095,0.11,0.795,0.2023,29,112.6999969482422,113.1999969482422,111.0999984741211,111.3000030517578,106.071533203125,6796305,137.8300003051758,138.40999755859374,135.40999908447264,136.18000030517578,129.7827621459961,11149574.8,bullish
30,30,364,2023-08-10,Mirza Intl says Redtape gets BSE & NSE nod to list on exchanges,BSE,BSE Limited,,,EQ,03-Feb-17,2,1,INE118H01025,2,0.0,0.0,1.0,0.0,30,918.0,925.0,891.0,892.4500122070312,892.4500122070312,5841846,1042.4,1066.1300048828125,1025.3,1053.1099975585937,1050.7099975585938,3545691.4,bullish
31,31,365,2023-08-11,"#MSCI Global Standard Index Review: PFC, REC, IDFC First among eight inclusions, ACC excluded",ACC,ACC Limited,Cement - Major,Cement - Major,EQ,20-Nov-96,10,1,INE012A01025,10,0.156,0.0,0.844,-0.34,31,1947.050048828125,1973.300048828125,1905.0,1953.6500244140625,1953.6500244140625,651697,2407.27001953125,2422.6000244140623,2369.610009765625,2395.3,2395.3,479244.2,bearish
32,32,366,2023-08-11,"#MSCI releases list of Stocks as part of August Global Standard Index review effective Sep 1, 2023

INCLUSIONS: PFC, REC, Astral, Cummins, Ashok Leyland, Supreme Industries, IDFC First Bank & HDFC AMC

EXCLUSIONS: ACC",ACC,ACC Limited,Cement - Major,Cement - Major,EQ,20-Nov-96,10,1,INE012A01025,10,0.0,0.178,0.822,0.7717,32,1947.050048828125,1973.300048828125,1905.0,1953.6500244140625,1953.6500244140625,651697,2407.27001953125,2422.6000244140623,2369.610009765625,2395.3,2395.3,479244.2,bearish
33,33,372,2023-08-11,"NBCC reports #Q1 earnings.

▶️Net profit at ₹75 cr vs loss of ₹6.3 cr (YoY)
▶️Revenue up 7.1% at ₹1,913.8 cr vs ₹1,786.7 cr (YoY)
▶️EBITDA up 32.5% at ₹53.1 cr vs ₹40.1 cr (YoY)
▶️EBITDA margin at 2.8% vs 2.2% (YoY)",NBCC,NBCC (India) Limited,Construction,Construction,EQ,12-Apr-12,1,1,INE095N01031,1,0.051,0.064,0.885,0.1531,33,49.400001525878906,51.20000076293945,46.59999847412109,48.75,48.23833847045898,45919912,57.37000045776367,59.24000015258789,56.27000122070312,57.8,57.19335479736328,34210485.2,bearish
34,34,381,2023-08-11,"NCC reports #Q1 earnings

- Net profit up 33.9% at ₹173.5 cr vs ₹129.6 cr (YoY)

- Revenue up 31.9% at ₹4,380.4 cr vs ₹3,321.4 cr (YoY)

- EBITDA up 32.9% at ₹409.2 cr vs ₹307.9 cr (YoY)

- Margin Flat At 9.3% (YoY)",NCC,NCC Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,14-Oct-03,2,1,INE868B01028,2,0.0,0.069,0.931,0.4404,34,160.10000610351562,162.0,149.0,154.89999389648438,152.701416015625,5098511,186.3,189.02999877929688,182.4499969482422,185.87000122070316,183.23184814453128,4723302.6,bearish
35,35,387,2023-08-11,"FACT Q1

-Net profit down 47.6% at ₹71.8 cr vs ₹137 cr (YoY)
-Revenue down 4.6% at ₹1,232.6 cr vs ₹1,292.4 cr (YoY)
-EBITDA down 19.6% at ₹147 Cr vs ₹183 Cr (YoY)
-EBITDA margin at 12% vs 14.1% (YoY)",FACT,Fertilizers and Chemicals Travancore Limited,Fertilisers,Fertilisers,EQ,12-Apr-95,10,1,INE188A01015,10,0.0,0.069,0.931,0.4404,35,451.0,456.8999938964844,416.2999877929688,444.25,443.4043884277344,426124,564.5,569.8600036621094,551.5599975585938,557.1899963378906,556.1294006347656,698246.8,bearish
36,36,388,2023-08-11,"KCP reports #Q1 earnings

- Net profit up 14.8% at ₹49.4 cr vs ₹43 cr (YoY)

- Revenue up 31.4% at ₹744.1 cr vs ₹566.4 cr (YoY)

- EBITDA up 3.9% at ₹67.4 cr vs ₹65 cr (YoY)

- EBITDA margin at 9.1% vs 11.5% (YoY)",KCP,KCP Limited,Cement - Major,Cement - Major,EQ,09-Apr-97,1,1,INE805C01028,1,0.0,0.066,0.934,0.4404,36,117.0,119.8000030517578,115.0,117.8499984741211,117.8499984741211,267839,145.45999908447266,148.15999908447264,141.45999908447266,144.63999938964844,144.56167602539062,637591.6,bearish
37,37,400,2023-08-11,"ACE Q1

-Net Profit up 55.2% at ₹67.5 cr vs ₹44 cr (YoY)
-Revenue up 31.0% at ₹651.6 cr vs ₹497.7 cr (YoY)
-EBITDA at ₹81.6 cr vs ₹40.6 cr (YoY)
-EBITDA Margin at 12.5% Vs 8.2% (YoY)",ACE,Action Construction Equipment Limited,Engineering - Heavy,Engineering - Heavy,EQ,26-Sep-06,2,1,INE731H01025,2,0.0,0.073,0.927,0.4404,37,774.9500122070312,786.0,765.0,761.5,760.5279541015625,475967,905.5300048828124,929.1300048828124,888.3299926757812,907.2099975585936,906.0519409179688,521306.2,bullish
38,38,406,2023-08-13,"ABB India reports #Q2 earnings. 

▶️Net profit at ₹295.6 cr vs ₹140.3 cr (YoY)
▶️Revenue up 22.2% at ₹2,508.6 cr vs ₹2,052.5 cr (YoY)
▶️EBITDA up 75.4% at ₹348.7 cr vs ₹198.8 cr (YoY)
▶️Margin at 13.9% vs 9.7% (YoY)",ABB,ABB India Limited,Electric,Electric,EQ,08-Feb-95,2,1,INE117A01022,2,0.0,0.069,0.931,0.4404,38,4516.5498046875,4559.0,4254.2001953125,4526.64990234375,4504.80810546875,212151,5368.7,5440.82001953125,5311.05,5398.67001953125,5372.6203125,272116.4,bearish
39,39,426,2023-08-14,"PVR Inox says it has achieved the feat of highest ever admissions and box office in a single day across its circuit on August 13, 2023. It saw 12.8 lac guests and earned Gross box office revenue of Rs 39.5 crore",PVR,PVR Limited,Media & Entertainment,Media & Entertainment,EQ,04-Jan-06,10,1,INE191H01014,10,0.074,0.0,0.926,-0.4767,39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
40,40,440,2023-08-14,"DCW reports #Q1 earnings

- Net profit down 83% at ₹10 cr vs ₹58.7 cr (YoY)

- Revenue down 43% at ₹438 cr vs ₹768.6 cr (YoY)

- EBITDA down 58% at ₹51.1 cr vs ₹121.7 cr (YoY)

- Margin at 11.7% vs 15.8% (YoY)",DCW,DCW Limited,Petrochemicals,Petrochemicals,EQ,25-May-95,2,1,INE500A01029,2,0.0,0.068,0.932,0.4404,40,47.29999923706055,48.5,46.20000076293945,47.650001525878906,47.38914489746094,6471298,57.85,58.48000106811524,56.26999969482422,57.45000076293945,57.13549423217773,3019829.8,bullish
41,41,460,2023-08-16,"#JustIN | Tejas Networks receives purchase order of Rs 7,492 cr from TCS to supply radio access network equipment to BSNL",TCS,Tata Consultancy Services Limited,Computers,Computers,EQ,25-Aug-04,1,1,INE467B01029,1,0.0,0.0,1.0,0.0,41,3450.0,3466.0,3413.199951171875,3458.39990234375,3408.788818359375,1328445,4145.55,4161.899951171875,4114.380029296875,4146.450048828125,4086.968603515625,1744871.8,bearish
42,42,463,2023-08-16,"NMDC cuts lump ore & fines prices by Rs 300/tonne each

🔴Cuts lump ore price by Rs 300 to Rs 4,650/tonne

🔴Cuts fines price by Rs 300 to Rs 3,910/tonne",NMDC,NMDC Limited,Mining & Minerals,Mining & Minerals,EQ,03-Mar-08,1,1,INE584A01023,1,0.073,0.0,0.927,-0.296,42,118.75,119.0999984741211,115.5,117.25,111.74201965332033,14601680,137.0199996948242,138.6699996948242,135.1700012207031,137.46999969482422,131.0121597290039,16314883.6,bearish
43,43,470,2023-08-16,"#MarketAtClose | Hind Copper slides over 6% after reporting a weak set of earnings for Q1

IndiGo ends nearly 4% lower as Gangwal Family likely to have sold 4% stake

Indus Tower takes a sharp knock as Voda Idea’s losses expand in Q1, down 6%

Crompton, Coforge, Voda Idea, RBL Bank, sail are top Midcap losers",RBL,Rane Brake Lining Limited,Auto Ancillaries,Auto Ancillaries,EQ,20-Jun-08,10,1,INE244J01017,10,0.18,0.066,0.754,-0.7964,43,777.0999755859375,777.0999755859375,763.0,760.7000122070312,760.7000122070312,18229,924.3799926757812,937.0099975585938,910.3800048828124,924.2699829101564,924.2699829101564,29244.6,bullish
44,44,489,2023-08-17,"RCF gets environmental clearance for new Nano Urea fertiliser plant at Chembur, Mumbai",RCF,Rashtriya Chemicals and Fertilizers Limited,Fertilisers,Fertilisers,EQ,07-Jan-98,10,1,INE027A01015,10,0.0,0.0,1.0,0.0,44,108.0500030517578,113.6500015258789,108.5,111.1999969482422,108.61881256103516,5914574,133.75999908447267,135.87000122070313,131.88000030517577,133.52999877929688,130.43048858642578,3916522.2,bearish
45,45,497,2023-08-18,"Pune excise commissioner imposes Rs 14.31 Lakh penalty w.r.t Mahindra Veh Manufacturers

M&M says, hopeful of a favourable outcome at the appellate level, the Pune excise order won’t have any material financial impact on the company",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0.111,0.083,0.806,-0.0258,45,1568.75,1582.550048828125,1531.75,1552.6500244140625,1552.6500244140625,2202570,1865.760009765625,1880.2000244140625,1846.4400146484372,1867.089990234375,1867.089990234375,2964156.4,bearish
46,46,525,2023-08-21,"#MarketAtClose | PVR Inox closes lower despite huge collections by movies, down 1%

PNB Housing rises 3.5% on recovery of ₹784 cr from a corp non-performing a/c",PNB,Punjab National Bank,Banks - PSU,Banks - PSU,EQ,24-Apr-02,2,1,INE160A01022,2,0.153,0.0,0.847,-0.4874,46,63.0,63.04999923706055,62.29999923706055,62.34999847412109,62.34999847412109,22537361,74.8,75.81999969482422,73.87000045776367,74.99999923706055,74.99999923706055,59410212.2,bullish
47,47,526,2023-08-21,"Market builds on to opening gains to close near day’s high

#ensex rises 267 points to 65,216 & #Nifty 83 points to 19,394

Nifty Bank gains 151 points to 44,002 & Midcap Index 311 points to 38,126

IT, metals & select financials lift Nifty while Reliance, M&M drag",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0.036,0.196,0.768,0.8074,47,1546.0,1552.6500244140625,1534.75,1538.550048828125,1538.550048828125,1487526,1868.060009765625,1879.52001953125,1846.4300048828125,1865.7199951171876,1865.7199951171876,2541540.2,bullish
48,48,547,2023-08-30,"NTPC approves Rs 15,530 cr investment for Lara Super Thermal Power Project",NTPC,NTPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,05-Nov-04,10,1,INE733E01010,10,0.0,0.398,0.602,0.765,48,222.0,222.0,218.75,220.3999938964844,216.8306884765625,5490930,265.1699981689453,266.0399993896484,262.6199981689453,264.1299987792969,259.8524963378906,10249274.2,bearish
49,49,564,2023-09-12,"BSE companies erase market cap of nearly Rs 6 lk cr on Tuesday

Midcap underperformance keeps mkt breadth in favour of declines

NSE advance-decline ratio is at 1:8",BSE,BSE Limited,,,EQ,03-Feb-17,2,1,INE118H01025,2,0.0,0.1,0.9,0.4404,49,1372.0,1382.800048828125,1218.8499755859375,1298.050048828125,1298.050048828125,3569232,1507.5699951171875,1576.0,1452.830029296875,1527.139990234375,1527.139990234375,4828104.2,bullish
