,Unnamed: 0,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
15,15,122,2022-08-26,KIRLOSKAR OIL ENGINE: SBI MUTUAL FUND SOLD 2.4M SHARES OR 1.69% ON AUG.24,OIL,Oil India Limited,Oil Drilling,Oil Drilling,EQ,30-Sep-09,10,1,INE274J01014,10,0.0,0.196,0.804,0.4466,191.0,192.8000030517578,186.0500030517578,191.25,167.1612091064453,847845.0,227.51000061035157,229.83999633789062,224.72000122070312,226.45999755859376,197.93637390136718,2242949.8,bearish
16,16,125,2022-08-26,HPL Electric receives Empanelment Certificate from the Ministry of Power,HPL,HPL Electric & Power Limited,,,EQ,04-Oct-16,10,1,INE495S01016,10,0.0,0.0,1.0,0.0,66.75,77.80000305175781,72.5,77.0,76.4911880493164,2563460.0,77.8499984741211,81.46999969482422,76.36000061035156,79.45000076293945,78.9249984741211,614700.2,bearish
17,17,129,2022-08-26,"NTPC (@ntpclimited) to invest Rs 11,843.7 cr in Talcher Thermal Power Project Stage-III",NTPC,NTPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,05-Nov-04,10,1,INE733E01010,10,0.0,0.0,1.0,0.0,159.0,164.6999969482422,160.6999969482422,163.39999389648438,154.49847412109375,30724938.0,190.81000061035155,193.88999633789064,188.82999572753906,191.1999969482422,180.7840087890625,19915858.4,bearish
18,18,130,2022-08-26,"KRBL ends more than 7% lower, on indications of a rice export ban

Eicher Motors top loser on Nifty on negative brokerage report

RBL Bank snaps winning streak to end near day’s low",KRBL,KRBL Limited,Food Processing,Food Processing,EQ,21-Jan-02,1,1,INE001B01026,1,0.324,0.168,0.509,-0.8107,304.5,305.1499938964844,276.79998779296875,282.29998779296875,278.5650939941406,3291729.0,356.69000244140625,362.80999755859375,344.5699951171875,354.3,349.6125122070313,1831737.4,bullish
19,19,167,2022-08-29,NDTV STILL LOCKED IN UPPER CIRCUIT OF 5%,NDTV,New Delhi Television Limited,Entertainment,Entertainment,BE,19-May-04,4,1,INE155G01029,4,0.0,0.0,1.0,0.0,444.8500061035156,449.04998779296875,467.0,449.04998779296875,449.04998779296875,1128031.0,473.8299987792969,484.07000122070315,457.18999633789065,480.19000244140625,480.19000244140625,2116982.2,bullish
20,20,170,2022-08-29,"BEML: INDIAN GOVT SAID OT INVITE FINANCIAL BIDS FOR BEML BY DEC

#BIGBREAKING",BEML,BEML Limited,Infrastructure - General,Infrastructure - General,EQ,05-Nov-03,10,1,INE258A01016,10,0.0,0.118,0.882,0.1531,1514.3463134765625,1562.182861328125,1545.2547607421875,1528.7899169921875,1512.49755859375,294222.0,1837.1839599609375,1874.1646484375,1815.9438720703124,1838.986279296875,1819.387939453125,435916.8,bullish
21,21,176,2022-08-29,AMBANI: RELIANCE  TO TRIPLE VINYL CHAIN CAPACITY,RELIANCE,Reliance Industries Limited,Diversified,Diversified,EQ,29-Nov-95,10,1,INE002A01018,10,0.0,0.0,1.0,0.0,2385.9541015625,2450.564208984375,2378.200927734375,2397.630126953125,2389.1904296875,9919487.0,2901.551025390625,2939.2740234375,2883.515625,2905.75986328125,2895.53154296875,6797274.4,bullish
22,22,177,2022-08-29,"RELIANCE CHAIRMAN: JIO 5G WILL BE WORLD'S LARGEST 5G NETWORK

JIO TO DEPLOY LATEST VERSION OF 5G CALLED STANADALONE",RELIANCE,Reliance Industries Limited,Diversified,Diversified,EQ,29-Nov-95,10,1,INE002A01018,10,0.0,0.0,1.0,0.0,2385.9541015625,2450.564208984375,2378.200927734375,2397.630126953125,2389.1904296875,9919487.0,2901.551025390625,2939.2740234375,2883.515625,2905.75986328125,2895.53154296875,6797274.4,bullish
23,23,179,2022-08-29,Adani Group and NDTV promoters approach Sebi on warrant conversion,NDTV,New Delhi Television Limited,Entertainment,Entertainment,BE,19-May-04,4,1,INE155G01029,4,0.0,0.0,1.0,0.0,444.8500061035156,449.04998779296875,467.0,449.04998779296875,449.04998779296875,1128031.0,473.8299987792969,484.07000122070315,457.18999633789065,480.19000244140625,480.19000244140625,2116982.2,bullish
24,24,181,2022-08-30,"SCI buzzing in trade, up more than 5% on reports of govt looking to fast track divestment of BEML & SCI",BEML,BEML Limited,Infrastructure - General,Infrastructure - General,EQ,05-Nov-03,10,1,INE258A01016,10,0.0,0.0,1.0,0.0,1549.0025634765625,1583.2376708984375,1546.3074951171875,1555.7401123046875,1539.1602783203125,382264.0,1840.76328125,1877.685009765625,1821.763427734375,1841.5886474609374,1821.9625732421875,406343.2,bullish
25,25,202,2022-08-30,BLS International rises 14% after Nomura Singapore acquire shares in company,BLS,BLS International Services Limited,Miscellaneous,Miscellaneous,EQ,14-Jun-16,1,1,INE153T01027,1,0.0,0.18,0.82,0.296,122.44999694824219,134.85000610351562,124.44999694824219,129.8000030517578,128.99948120117188,20933432.0,137.0799987792969,142.16000061035157,135.31499938964845,139.4750015258789,138.61480255126952,7829517.6,bearish
26,26,221,2022-08-31,"NTPC gets shareholders' nod to raise up to Rs 12,000 cr via bonds",NTPC,NTPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,05-Nov-04,10,1,INE733E01010,10,0.0,0.0,1.0,0.0,161.8000030517578,165.4499969482422,160.3000030517578,164.0,155.0657958984375,24663153.0,191.86000061035156,195.5399963378906,190.64999694824218,193.33999633789062,182.80743408203125,22834218.4,bearish
27,27,265,2022-09-01,"Defence stocks continue the gaining momentum, BEL closes at a 52-wk high

SpiceJet reports increased losses for Q4 & Q1, stock recovers after falling up to 14%",BEL,Bharat Electronics Limited,Computers - Hardware,Computers - Hardware,EQ,19-Jul-00,1,1,INE263A01024,1,0.141,0.206,0.654,0.25,102.28333282470703,106.93333435058594,106.83333587646484,106.5999984741211,103.99337768554688,33768936.0,120.86666412353516,123.46999816894531,119.58999938964844,122.08333129882813,119.09809722900391,32356658.4,bullish
28,28,268,2022-09-01,"NIFTY NEXT 50

#INCLUSION:
Adani Total
BEL
HAL
IRCTC
Mphasis
Samvardhana Motherson
Shree Cement 

#EXCLUSION:
Adani Ent
Jubilant Food
Lupin
Mindtree
PNB
SAIL 
Zydus Life",BEL,Bharat Electronics Limited,Computers - Hardware,Computers - Hardware,EQ,19-Jul-00,1,1,INE263A01024,1,0.0,0.244,0.756,0.8143,102.28333282470703,106.93333435058594,106.83333587646484,106.5999984741211,103.99337005615234,33768936.0,120.86666412353516,123.46999816894531,119.58999938964844,122.08333129882813,119.09809875488281,32356658.4,bullish
29,29,271,2022-09-01,NDTV says Adani Group's takeover needs nod from income tax authorities,NDTV,New Delhi Television Limited,Entertainment,Entertainment,BE,19-May-04,4,1,INE155G01029,4,0.0,0.0,1.0,0.0,491.0,495.04998779296875,519.7999877929688,495.04998779296875,495.04998779296875,1048450.0,521.9299987792969,527.8700012207031,510.07000122070315,527.8200012207031,527.8200012207031,1827880.6,bullish
30,30,276,2022-09-02,"ACC Large Trade | 9.62 lk shares (0.5% equity) worth ₹220.4 cr change hands at ₹2,290/sh",ACC,ACC Limited,Cement - Major,Cement - Major,EQ,20-Nov-96,10,1,INE012A01025,10,0.0,0.24,0.76,0.4767,2305.0,2307.35009765625,2285.0,2290.050048828125,2278.413330078125,1374277.0,2753.77998046875,2767.92001953125,2736.25,2748.880029296875,2734.91181640625,764287.0,bearish
31,31,290,2022-09-02,"ONGC remains under pressure on falling crude, stock falls nearly 2%

Coromandel, HPCL, CONCOR, SRF, Nippon Life are top Midcap losers",ONGC,Oil & Natural Gas Corporation Limited,Oil Drilling,Oil Drilling,EQ,19-Jul-95,5,1,INE213A01029,5,0.38,0.063,0.557,-0.8442,134.6999969482422,135.75,132.64999389648438,132.75,117.52281951904297,17495310.0,163.05999755859375,164.97000122070312,162.0,163.02999877929688,144.32952728271485,19097911.0,bullish
32,32,296,2022-09-02,"HFCL to raise up to Rs 760 cr to spend on expansion, R&D",HFCL,HFCL Limited,Telecommunications - Equipment,Telecommunications - Equipment,EQ,09-Mar-11,1,1,INE548A01028,1,0.0,0.0,1.0,0.0,74.25,79.69999694824219,76.8499984741211,76.4000015258789,76.01094055175781,31331172.0,87.72000122070312,91.28000030517578,86.54000244140624,88.56000061035157,88.10901947021485,17081411.0,bullish
33,33,311,2022-09-04,Sebi sees no bar in transfer of NDTV shares to Adani,NDTV,New Delhi Television Limited,Entertainment,Entertainment,BE,19-May-04,4,1,INE155G01029,4,0.164,0.164,0.672,0.0,519.7999877929688,519.7999877929688,545.75,519.7999877929688,519.7999877929688,98280.0,550.0899963378906,554.1899963378906,539.3099975585938,554.1399963378906,554.1399963378906,1564745.4,bullish
34,34,340,2022-09-05,"#MarketAtClose |  Battery stocks (Amara Raja & Exide) are top Midcap gainers, stocks Up 6-8%

Indian Hotels moves 5% higher to end at a record high

PVR up over 4% on positive review in advanced booking for movie Brahmastra",PVR,PVR Limited,Media & Entertainment,Media & Entertainment,EQ,04-Jan-06,10,1,INE191H01014,10,0.0,0.183,0.817,0.7506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
35,35,361,2022-09-06,NDTV Large Trade | 3.3 lk shares (0.5% equity) worth ₹18.6 cr change hands at ₹560/sh,NDTV,New Delhi Television Limited,Entertainment,Entertainment,BE,19-May-04,4,1,INE155G01029,4,0.0,0.24,0.76,0.4767,573.0,573.0,492.6000061035156,518.5,518.5,922818.0,608.4799987792969,610.8299926757812,593.4599975585937,599.9299926757812,599.9299926757812,741959.6,bearish
36,36,458,2022-09-08,"Have entered into an #agreement to supply #RenewableEnergy to Armed Forces (Military Engineering Services), says NTPC (@ntpclimited) 

▶️This is the #first agreement by the #Indian Armed Forces to source #power from Renewable Energy",NTPC,NTPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,05-Nov-04,10,1,INE733E01010,10,0.0,0.146,0.854,0.6486,168.0,169.1999969482422,165.9499969482422,166.8000030517578,157.71327209472656,11595205.0,197.8800018310547,200.78999938964844,196.22999877929686,197.91000061035157,187.12848510742188,22752857.0,bearish
37,37,479,2022-09-09,"Gujarat Industries Power | Awards #EPC contract worth ₹244 crore to KEC International 

▶️ Alert: EPC Is Engineering, Procurement and Construction Contract",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-Mar-06,2,1,INE389H01022,2,0.0,0.283,0.717,0.7269,408.5,413.70001220703125,411.04998779296875,405.20001220703125,403.2921447753906,455092.0,487.31000366210935,491.8,481.389990234375,484.63999633789064,482.35808715820315,638037.8,bullish
38,38,485,2022-09-10,"ONGC signs 6 contracts for Discovered Small Fields (DSFs) under the DSF-III bid round. Contracts were signed for 3 offshore fields each in the Arabian Sea, Bay of Bengal",ONGC,Oil & Natural Gas Corporation Limited,Oil Drilling,Oil Drilling,EQ,19-Jul-95,5,1,INE213A01029,5,0.0,0.0,1.0,0.0,132.5,134.1999969482422,133.60000610351562,134.0,118.62942504882812,12327341.0,159.3699981689453,161.0199951171875,158.02999877929688,159.32000122070312,141.04508361816406,16446260.6,bullish
39,39,494,2022-09-12,"Government appoints ICICI Securities, Axis Capital, HDFC bank, Citigroup, IIFL Securities as merchant bankers for Hind Zinc issue 

▶️ Alert: Govt to divest some stake in Hind Zinc this FY from its residual shareholding of 29.5%",IIFL,IIFL Finance Limited,Finance,Finance,EQ,17-May-05,2,1,INE530B01024,2,0.0,0.167,0.833,0.6808,336.0,338.45001220703125,335.6000061035156,336.79998779296875,331.8839111328125,430106.0,404.6600036621094,408.2800048828125,399.3299987792969,402.43999633789065,396.56580810546876,642701.2,bullish
40,40,497,2022-09-12,Engineers India bags order worth ₹249 cr from ONGC,ONGC,Oil & Natural Gas Corporation Limited,Oil Drilling,Oil Drilling,EQ,19-Jul-95,5,1,INE213A01029,5,0.0,0.192,0.808,0.2263,135.0,135.39999389648438,133.5,134.0,118.62943267822266,13500202.0,159.42999877929688,160.9499938964844,158.28999938964844,159.57000122070312,141.26640930175782,15647239.0,bearish
41,41,516,2022-09-12,"MTNL in focus
BSNL is told to speed up asset monetisation of its real estate assets: Sources to CNBC-Awaaz",MTNL,Mahanagar Telephone Nigam Limited,Telecom,Telecom,EQ,17-Feb-99,10,1,INE153A01019,10,0.0,0.198,0.802,0.4939,25.049999237060547,25.600000381469727,24.700000762939453,25.149999618530273,25.149999618530273,4248374.0,29.89000015258789,30.610000228881837,29.559999465942383,29.859999465942384,29.859999465942384,3496477.6,bearish
42,42,519,2022-09-12,"IT cos see buying, Tech Mahindra is top large cap IT gainer

Defence stocks continue the gaining momentum, BEL, HAL up 3-7%

Chem stocks move higher; Deepak Nitrite, Navin Fluorine up 6% each 

ACC & Ambuja extend Friday gains, close the session with 5-6% upmove",ACC,ACC Limited,Cement - Major,Cement - Major,EQ,20-Nov-96,10,1,INE012A01025,10,0.0,0.206,0.794,0.7964,2375.0,2514.64990234375,2510.10009765625,2500.85009765625,2488.142333984375,1990854.0,2836.95,2916.38994140625,2798.339990234375,2862.210009765625,2847.665966796875,1724920.2,bullish
43,43,524,2022-09-12,IRB Infra's Aug toll collection rises 35% YoY to Rs 336 cr,IRB,IRB Infrastructure Developers Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,25-Feb-08,10,1,INE821I01014,10,0.0,0.0,1.0,0.0,23.975000381469727,24.19499969482422,23.55500030517578,23.5049991607666,23.339143753051758,9531650.0,28.619000244140626,29.054000091552734,28.228000259399415,28.5189998626709,28.317763137817384,9942504.0,bullish
44,44,525,2022-09-12,TCS gets order from C&S Wholesale Grocers Inc to build a new operations platform on Google Cloud to reduce the latter's carbon footprint and enhance customer experience,TCS,Tata Consultancy Services Limited,Computers,Computers,EQ,25-Aug-04,1,1,INE467B01029,1,0.0,0.0,1.0,0.0,3239.89990234375,3269.800048828125,3225.0,3242.949951171875,3116.251220703125,1785928.0,3793.2099609375,3827.5,3774.8400390625,3808.0599609375,3659.2828125,2013825.0,bearish
45,45,527,2022-09-12,"Govt may offer ₹20,000 crore lifeline to Indian Oil, HPCL, BPCL",BPCL,Bharat Petroleum Corporation Limited,Refineries,Refineries,EQ,13-Sep-95,10,1,INE029A01011,10,0.0,0.0,1.0,0.0,338.5,345.0,340.04998779296875,342.6000061035156,323.5360107421875,2703189.0,396.27000122070314,401.39000244140624,393.60999755859376,399.36000366210936,377.1375793457031,4508962.2,bearish
46,46,528,2022-09-13,"Deepak nitrite
Dixon
RELAXO
3-4% up today",RELAXO,Relaxo Footwears Limited,Leather Products,Leather Products,EQ,17-Jun-11,1,1,INE131B01039,1,0.0,0.0,1.0,0.0,1014.5,1107.0,1057.050048828125,1086.199951171875,1083.2535400390625,1432213.0,1217.8200073242188,1239.0099975585938,1207.9999877929688,1227.7999877929688,1224.4695190429688,368820.2,bearish
47,47,531,2022-09-13,"DLF LTD: Rs 41.29cr NSE Block Trade; for ~1009663 shares, at Rs 408.9",DLF,DLF Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,05-Jul-07,2,1,INE271C01023,2,0.18,0.137,0.683,-0.1779,410.8999938964844,413.8500061035156,397.25,408.75,405.54913330078125,6632103.0,479.3699951171875,483.6300048828125,474.79999389648435,478.8799987792969,475.1299560546875,4892615.2,bearish
48,48,540,2022-09-13,NCC promoter releases pledge on 10 lakh shares on September 8,NCC,NCC Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,14-Oct-03,2,1,INE868B01028,2,0.0,0.196,0.804,0.296,74.5999984741211,75.19999694824219,71.30000305175781,73.9000015258789,72.8510971069336,2489957.0,89.53999786376953,90.2999984741211,88.61999969482422,89.2,87.933935546875,3223582.4,bearish
49,49,548,2022-09-13,"JustIn | KEC International bags #orders worth Rs 1,108 cr",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-Mar-06,2,1,INE389H01022,2,0.0,0.192,0.808,0.2263,449.0,449.0,431.79998779296875,429.25,427.2288818359375,943673.0,496.4100036621094,507.45,488.4599914550781,498.2399963378906,495.89405517578126,1647636.0,bullish
50,50,561,2022-09-14,"KEC Intl rises after order wins of over ₹1,100 cr",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-Mar-06,2,1,INE389H01022,2,0.0,0.291,0.709,0.5719,438.0,449.79998779296875,439.04998779296875,435.45001220703125,433.39971923828125,2341102.0,503.24000244140626,516.05,494.7099914550781,504.57000122070315,502.1942565917969,1922646.0,bullish
51,51,573,2022-09-14,"HFCL | Bags advance purchase orders worth ₹447.8 crore from BSNL & RailTel

▶️ Alert: BSNL is Bharat Sanchar Nigam Limited 

▶️ Alert: RailTel is RailTel Corporation of India Limited",HFCL,HFCL Limited,Telecommunications - Equipment,Telecommunications - Equipment,EQ,09-Mar-11,1,1,INE548A01028,1,0.115,0.19,0.695,0.3612,75.5,80.6500015258789,78.8499984741211,79.0,78.59769439697266,13399006.0,94.38999938964844,96.78000030517578,92.85000152587891,94.47000122070312,93.98892059326172,14875697.2,bullish
52,52,576,2022-09-14,"Goldman downgrades Infosys, TCS to ‘sell’ but upgrades one IT stock(Wipro)",TCS,Tata Consultancy Services Limited,Computers,Computers,EQ,25-Aug-04,1,1,INE467B01029,1,0.0,0.0,1.0,0.0,3135.0,3141.39990234375,3100.0,3120.39990234375,2998.48876953125,5090269.0,3821.069970703125,3850.7099609375,3798.880029296875,3825.919970703125,3676.445166015625,2609541.4,bearish
53,53,600,2022-09-15,"NTPC declares the entire capacity of 20 MW Auraiya Floating Solar PV Project at Auraiya, UP, as commercially operational w.e.f. September 16",NTPC,NTPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,05-Nov-04,10,1,INE733E01010,10,0.0,0.0,1.0,0.0,174.39999389648438,176.14999389648438,171.3000030517578,175.10000610351562,165.56109619140625,29483891.0,201.88999633789064,204.96000061035156,200.13999633789064,202.93000183105468,191.87500915527343,25471920.2,bearish
54,54,644,2022-09-16,TCS pips HDFC Bank to become most valuable brand: Report,TCS,Tata Consultancy Services Limited,Computers,Computers,EQ,25-Aug-04,1,1,INE467B01029,1,0.0,0.274,0.726,0.5256,3076.0,3094.35009765625,2987.800048828125,3008.699951171875,2891.15283203125,5322221.0,3807.869970703125,3828.05,3766.460009765625,3784.67998046875,3636.8162109375,3574060.8,bullish
55,55,647,2022-09-16,"Adani Group completes acquisition of Ambuja Cements, ACC",ACC,ACC Limited,Cement - Major,Cement - Major,EQ,20-Nov-96,10,1,INE012A01025,10,0.0,0.0,1.0,0.0,2750.0,2755.0,2577.0,2611.5,2598.22998046875,2154427.0,3081.3,3186.27998046875,2996.950048828125,3108.330029296875,3092.5353515625,2886766.8,bullish
56,56,678,2022-09-19,"DCW in focus
▶️DGTR recommends safeguard investigation into imports of PVC suspension resins
▶️DCW & Chemplast Cuddalore sought safeguard investigation on PVC resin imports",DCW,DCW Limited,Petrochemicals,Petrochemicals,EQ,25-May-95,2,1,INE500A01029,2,0.0,0.262,0.738,0.7269,54.900001525878906,56.150001525878906,54.25,54.54999923706055,54.035011291503906,3769090.0,65.10999984741211,67.61000061035156,63.6,66.0099998474121,64.98770217895508,8786818.6,bullish
57,57,692,2022-09-19,"| GAIL In Focus
GAIL bought LNG cargoes at more than double the price it paid last year. GAIL last week bought 3 LNG shipments for Oct-Nov delivery above $40/mmBtu, reports Bloomberg",GAIL,GAIL (India) Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,02-Apr-97,10,1,INE129A01019,10,0.0,0.0,1.0,0.0,92.1500015258789,92.25,90.0999984741211,90.0,84.09484100341797,8372178.0,110.46999816894531,111.43999938964843,109.36999969482422,109.96999969482422,102.75455322265626,11202387.2,bullish
58,58,721,2022-09-20,"M&M large trade | 13.64 lk shares (0.1% Equity) worth ₹178 cr change hands at ₹1,306/sh",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0.0,0.24,0.76,0.4767,1300.0,1312.0,1293.5999755859375,1302.949951171875,1289.4373779296875,3780649.0,1550.0099853515626,1569.0999755859375,1528.2400146484374,1547.3300048828125,1531.2829833984374,5055172.0,bullish
59,59,737,2022-09-20,"NBCC secures total business of Rs 274.77 cr during August, 2022",NBCC,NBCC (India) Limited,Construction,Construction,EQ,12-Apr-12,1,1,INE095N01031,1,0.0,0.187,0.813,0.3182,33.79999923706055,34.25,33.400001525878906,33.900001525878906,33.5442008972168,2089513.0,41.789999389648436,42.2,41.10999984741211,41.36000137329101,40.92590408325195,2904992.0,bearish
